ROI;NUM_NETWORKS;Hemisphere;RSN_Label;ROI_Label;X;Y;Z
1;17Networks;LH;VisCent;Striate1;-4;-90;-12
2;17Networks;LH;VisCent;Striate2;-10;-98;-12
3;17Networks;LH;VisCent;Striate3;-8;-94;-2
4;17Networks;LH;VisCent;Striate4;-6;-104;-2
5;17Networks;LH;VisCent;ExStr1;-34;-52;-18
6;17Networks;LH;VisCent;ExStr2;-28;-64;-12
7;17Networks;LH;VisCent;ExStr3;-34;-68;-16
8;17Networks;LH;VisCent;ExStr4;-36;-80;-14
9;17Networks;LH;VisCent;ExStr5;-26;-80;-14
10;17Networks;LH;VisCent;ExStr6;-22;-74;-8
11;17Networks;LH;VisCent;ExStr7;-44;-72;-10
12;17Networks;LH;VisCent;ExStr8;-20;-88;-16
13;17Networks;LH;VisCent;ExStr9;-42;-84;-14
14;17Networks;LH;VisCent;ExStr10;-12;-84;-14
15;17Networks;LH;VisCent;ExStr11;-30;-92;-18
16;17Networks;LH;VisCent;ExStr12;-34;-92;-10
17;17Networks;LH;VisCent;ExStr13;-20;-100;-12
18;17Networks;LH;VisCent;ExStr14;-46;-82;-2
19;17Networks;LH;VisCent;ExStr15;-30;-96;-2
20;17Networks;LH;VisCent;ExStr16;-36;-90;0
21;17Networks;LH;VisCent;ExStr17;-44;-70;6
22;17Networks;LH;VisCent;ExStr18;-48;-78;8
23;17Networks;LH;VisCent;ExStr19;-18;-102;2
24;17Networks;LH;VisCent;ExStr20;-44;-86;10
25;17Networks;LH;VisCent;ExStr21;-24;-96;8
26;17Networks;LH;VisCent;ExStr22;-32;-88;10
27;17Networks;LH;VisCent;ExStr23;-8;-100;10
28;17Networks;LH;VisCent;ExStr24;-18;-98;18
29;17Networks;LH;VisCent;ExStr25;-26;-90;20
30;17Networks;LH;VisCent;ExStr26;-34;-90;20
31;17Networks;LH;VisCent;ExStr27;-10;-96;26
32;17Networks;LH;VisCent;ExStr28;-18;-90;24
33;17Networks;LH;VisCent;ExStr29;-28;-82;20
34;17Networks;LH;VisCent;ExStr30;-24;-82;30
35;17Networks;LH;VisPeri;StriCal1;-8;-62;2
36;17Networks;LH;VisPeri;StriCal2;-4;-80;2
37;17Networks;LH;VisPeri;StriCal3;-4;-68;6
38;17Networks;LH;VisPeri;StriCal4;-6;-88;2
39;17Networks;LH;VisPeri;StriCal5;-16;-68;4
40;17Networks;LH;VisPeri;StriCal6;-12;-76;8
41;17Networks;LH;VisPeri;StriCal7;-6;-82;10
42;17Networks;LH;VisPeri;StriCal8;-2;-94;4
43;17Networks;LH;VisPeri;StriCal9;-8;-70;12
44;17Networks;LH;VisPeri;StriCal10;0;-80;12
45;17Networks;LH;VisPeri;ExStrInf1;-24;-58;-8
46;17Networks;LH;VisPeri;ExStrInf2;-22;-50;-6
47;17Networks;LH;VisPeri;ExStrInf3;-14;-70;-10
48;17Networks;LH;VisPeri;ExStrInf4;-14;-64;-6
49;17Networks;LH;VisPeri;ExStrInf5;-14;-50;-8
50;17Networks;LH;VisPeri;ExStrInf6;-6;-78;-8
51;17Networks;LH;VisPeri;ExStrInf7;-10;-62;-2
52;17Networks;LH;VisPeri;ExStrInf8;-6;-70;-2
53;17Networks;LH;VisPeri;ExStrInf9;-14;-42;-4
54;17Networks;LH;VisPeri;ExStrInf10;-16;-56;0
55;17Networks;LH;VisPeri;ExStrSup1;-24;-58;6
56;17Networks;LH;VisPeri;ExStrSup2;-18;-64;10
57;17Networks;LH;VisPeri;ExStrSup3;-4;-92;16
58;17Networks;LH;VisPeri;ExStrSup4;-8;-68;16
59;17Networks;LH;VisPeri;ExStrSup5;-2;-82;22
60;17Networks;LH;VisPeri;ExStrSup6;-16;-66;16
61;17Networks;LH;VisPeri;ExStrSup7;-4;-76;26
62;17Networks;LH;VisPeri;ExStrSup8;-6;-88;32
63;17Networks;LH;VisPeri;ExStrSup9;-14;-74;24
64;17Networks;LH;VisPeri;ExStrSup10;-18;-90;34
65;17Networks;LH;VisPeri;ExStrSup11;-12;-80;34
66;17Networks;LH;VisPeri;ExStrSup12;-14;-86;42
67;17Networks;LH;SomMotA;1;-8;-6;42
68;17Networks;LH;SomMotA;2;-56;-16;50
69;17Networks;LH;SomMotA;3;-8;-10;48
70;17Networks;LH;SomMotA;4;-50;-26;54
71;17Networks;LH;SomMotA;5;-44;-12;50
72;17Networks;LH;SomMotA;6;-48;-18;54
73;17Networks;LH;SomMotA;7;-8;-20;48
74;17Networks;LH;SomMotA;8;-36;-20;46
75;17Networks;LH;SomMotA;9;-6;-28;50
76;17Networks;LH;SomMotA;10;-4;-12;54
77;17Networks;LH;SomMotA;11;-40;-16;58
78;17Networks;LH;SomMotA;12;-44;-32;64
79;17Networks;LH;SomMotA;13;-40;-26;54
80;17Networks;LH;SomMotA;14;-4;-22;58
81;17Networks;LH;SomMotA;15;-34;-38;62
82;17Networks;LH;SomMotA;16;-8;-40;58
83;17Networks;LH;SomMotA;17;-36;-16;68
84;17Networks;LH;SomMotA;18;-4;-12;62
85;17Networks;LH;SomMotA;19;-32;-30;64
86;17Networks;LH;SomMotA;20;-30;-24;60
87;17Networks;LH;SomMotA;21;-2;-32;60
88;17Networks;LH;SomMotA;22;-26;-40;62
89;17Networks;LH;SomMotA;23;-24;-48;64
90;17Networks;LH;SomMotA;24;-24;-12;72
91;17Networks;LH;SomMotA;25;-28;-32;72
92;17Networks;LH;SomMotA;26;-4;-22;64
93;17Networks;LH;SomMotA;27;-22;-28;56
94;17Networks;LH;SomMotA;28;-16;-10;66
95;17Networks;LH;SomMotA;29;-12;-46;70
96;17Networks;LH;SomMotA;30;-24;-20;72
97;17Networks;LH;SomMotA;31;-4;-42;66
98;17Networks;LH;SomMotA;32;-18;-26;64
99;17Networks;LH;SomMotA;33;-22;-38;72
100;17Networks;LH;SomMotA;34;-12;-8;72
101;17Networks;LH;SomMotA;35;-20;-30;68
102;17Networks;LH;SomMotA;36;-16;-14;74
103;17Networks;LH;SomMotA;37;-8;-16;74
104;17Networks;LH;SomMotA;38;-2;-30;70
105;17Networks;LH;SomMotA;39;-8;-40;76
106;17Networks;LH;SomMotA;40;-18;-40;74
107;17Networks;LH;SomMotA;41;-12;-26;74
108;17Networks;LH;SomMotA;42;-10;-34;72
109;17Networks;LH;SomMotB;Cent1;-60;2;22
110;17Networks;LH;SomMotB;Cent2;-60;-6;20
111;17Networks;LH;SomMotB;Cent3;-64;-10;28
112;17Networks;LH;SomMotB;Cent4;-56;-2;28
113;17Networks;LH;SomMotB;Cent5;-54;-10;32
114;17Networks;LH;SomMotB;Cent6;-60;-10;38
115;17Networks;LH;SomMotB;Cent7;-54;-6;36
116;17Networks;LH;SomMotB;Cent8;-50;-16;40
117;17Networks;LH;SomMotB;Cent9;-44;-12;38
118;17Networks;LH;SomMotB;Cent10;-52;-4;48
119;17Networks;LH;SomMotB;Cent11;-38;-18;40
120;17Networks;LH;SomMotB;S21;-36;-14;14
121;17Networks;LH;SomMotB;S22;-34;-22;18
122;17Networks;LH;SomMotB;S23;-40;-14;18
123;17Networks;LH;SomMotB;S24;-48;-14;14
124;17Networks;LH;SomMotB;S25;-54;-8;10
125;17Networks;LH;SomMotB;S26;-40;-26;20
126;17Networks;LH;SomMotB;S27;-40;-36;16
127;17Networks;LH;SomMotB;S28;-58;-14;14
128;17Networks;LH;SomMotB;S29;-60;-2;12
129;17Networks;LH;SomMotB;S210;-48;-22;18
130;17Networks;LH;SomMotB;S211;-66;-12;16
131;17Networks;LH;SomMotB;S212;-48;-30;18
132;17Networks;LH;SomMotB;S213;-62;-18;20
133;17Networks;LH;SomMotB;Ins1;-34;-24;10
134;17Networks;LH;SomMotB;Aud1;-50;6;-8
135;17Networks;LH;SomMotB;Aud2;-56;-4;0
136;17Networks;LH;SomMotB;Aud3;-46;-12;-4
137;17Networks;LH;SomMotB;Aud4;-62;-12;4
138;17Networks;LH;SomMotB;Aud5;-66;-18;6
139;17Networks;LH;SomMotB;Aud6;-52;-14;6
140;17Networks;LH;SomMotB;Aud7;-42;-20;2
141;17Networks;LH;SomMotB;Aud8;-52;-20;6
142;17Networks;LH;SomMotB;Aud9;-60;-26;10
143;17Networks;LH;SomMotB;Aud10;-40;-24;12
144;17Networks;LH;SomMotB;Aud11;-42;-30;8
145;17Networks;LH;SomMotB;Aud12;-34;-30;16
146;17Networks;LH;SomMotB;Aud13;-48;-34;12
147;17Networks;LH;SomMotB;Aud14;-58;-36;16
148;17Networks;LH;DorsAttnA;TempOcc1;-36;-36;-24
149;17Networks;LH;DorsAttnA;TempOcc2;-44;-42;-22
150;17Networks;LH;DorsAttnA;TempOcc3;-42;-54;-16
151;17Networks;LH;DorsAttnA;TempOcc4;-26;-44;-14
152;17Networks;LH;DorsAttnA;TempOcc5;-46;-66;-18
153;17Networks;LH;DorsAttnA;TempOcc6;-44;-58;-10
154;17Networks;LH;DorsAttnA;TempOcc7;-48;-62;-6
155;17Networks;LH;DorsAttnA;TempOcc8;-46;-72;-2
156;17Networks;LH;DorsAttnA;TempOcc9;-48;-66;2
157;17Networks;LH;DorsAttnA;TempOcc10;-48;-62;10
158;17Networks;LH;DorsAttnA;ParOcc1;-48;-70;16
159;17Networks;LH;DorsAttnA;ParOcc2;-48;-76;20
160;17Networks;LH;DorsAttnA;ParOcc3;-42;-80;16
161;17Networks;LH;DorsAttnA;ParOcc4;-44;-62;16
162;17Networks;LH;DorsAttnA;ParOcc5;-38;-86;24
163;17Networks;LH;DorsAttnA;ParOcc6;-32;-84;26
164;17Networks;LH;DorsAttnA;ParOcc7;-30;-76;30
165;17Networks;LH;DorsAttnA;SPL1;-28;-70;26
166;17Networks;LH;DorsAttnA;SPL2;-22;-82;42
